# File generated by CMD 2.3 (http://stev.oapd.inaf.it/cmd) on Thu Jul 26 19:13:28 CEST 2012
# Basic reference: Marigo et al. (2008, A&A 482, 883) 
# but applying the corrections from Case A in Girardi et al. (2010, ApJ 724, 1030) 
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# BCs of Carbon stars derive from Loidl et al. (2001)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
#	Isochrone	Z = 0.00019		Age = 	1.000e+09 yr
# log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    U       B       V       R       I       J       H       K	C/O	M_hec	period	pmode	logMdot	int_IMF
	9.00	1.8313149214	1.8313	2.1999	3.8482	2.8395	-0.730	-0.472	-0.497	-0.727	-0.902	-1.085	-1.316	-1.476	-1.495	0.4787	0.0000	0.6	1	-14.829	3.2586317062
	9.00	1.8357502222	1.8358	2.2159	3.8373	2.7811	-0.770	-0.491	-0.498	-0.755	-0.952	-1.155	-1.412	-1.595	-1.616	0.4787	0.0000	0.6	1	-14.832	3.2589416504
	9.00	1.8380208015	1.8380	2.2245	3.8268	2.7312	-0.791	-0.491	-0.480	-0.765	-0.983	-1.207	-1.488	-1.693	-1.715	0.4787	0.0000	0.7	1	-14.833	3.2590994835
	9.00	1.8398659229	1.8399	2.2313	3.8147	2.6761	-0.808	-0.477	-0.447	-0.766	-1.008	-1.254	-1.565	-1.798	-1.822	0.4787	0.0000	0.7	1	-14.833	3.2592275143
	9.00	1.8409630060	1.8410	2.2357	3.8038	2.6286	-0.819	-0.458	-0.412	-0.761	-1.025	-1.292	-1.629	-1.887	-1.913	0.4787	0.0000	0.8	1	-14.834	3.2593035698
	9.00	1.8440397978	1.8440	2.2459	3.7883	2.5570	-0.845	-0.429	-0.367	-0.762	-1.057	-1.352	-1.728	-2.023	-2.053	0.4787	0.0000	0.9	1	-14.835	3.2595160007
	9.00	1.8459919691	1.8460	2.2500	3.7732	2.4931	-0.855	-0.378	-0.306	-0.747	-1.071	-1.394	-1.809	-2.140	-2.174	0.4787	0.0000	1.0	1	-14.836	3.2596504688
	9.00	1.8463149071	1.8463	2.2498	3.7659	2.4642	-0.854	-0.336	-0.266	-0.732	-1.072	-1.408	-1.841	-2.190	-2.226	0.4787	0.0000	1.1	1	-14.836	3.2596726418
	9.00	1.8465653658	1.8466	2.2492	3.7579	2.4330	-0.853	-0.289	-0.222	-0.716	-1.071	-1.421	-1.876	-2.244	-2.282	0.4787	0.0000	1.1	1	-14.836	3.2596898079
	9.00	1.8468487263	1.8468	2.2467	3.7472	2.3926	-0.847	-0.214	-0.156	-0.688	-1.065	-1.435	-1.918	-2.312	-2.354	0.4787	0.0000	1.2	1	-14.836	3.2597091198
	9.00	1.8470530510	1.8471	2.2395	3.7360	2.3550	-0.829	-0.103	-0.066	-0.645	-1.045	-1.435	-1.948	-2.370	-2.417	0.4787	0.0000	1.3	1	-14.836	3.2597231865
	9.00	1.8470925093	1.8471	2.2373	3.7328	2.3443	-0.823	-0.071	-0.040	-0.632	-1.039	-1.435	-1.957	-2.386	-2.435	0.4787	0.0000	1.3	1	-14.836	3.2597260475
	9.00	1.8471602201	1.8472	2.3153	3.7245	2.2333	-1.018	-0.188	-0.183	-0.810	-1.233	-1.645	-2.189	-2.638	-2.691	0.4787	0.0000	1.6	1	-14.836	3.2597305775
	9.00	1.8472076654	1.8472	2.3692	3.7211	2.1655	-1.153	-0.276	-0.292	-0.936	-1.367	-1.785	-2.339	-2.796	-2.851	0.4787	0.0000	1.8	1	-14.836	3.2597339153
	9.00	1.8479456902	1.8479	2.4400	3.7168	2.0779	-1.330	-0.395	-0.436	-1.102	-1.543	-1.969	-2.535	-3.002	-3.059	0.4787	0.0000	2.1	1	-14.835	3.2597844601
	9.00	1.8482233286	1.8482	2.4927	3.7142	2.0147	-1.462	-0.490	-0.547	-1.227	-1.673	-2.105	-2.679	-3.152	-3.210	0.4787	0.0000	2.3	1	-14.835	3.2598035336
	9.00	1.8484808207	1.8485	2.5687	3.7104	1.9236	-1.652	-0.623	-0.706	-1.407	-1.862	-2.301	-2.886	-3.367	-3.427	0.4787	0.0000	2.7	1	-14.834	3.2598211765
	9.00	1.8487044573	1.8487	2.6464	3.7066	1.8309	-1.846	-0.759	-0.869	-1.591	-2.056	-2.502	-3.097	-3.587	-3.649	0.4787	0.0000	3.2	1	-14.834	3.2598364353
	9.00	1.8488333225	1.8488	2.7189	3.7032	1.7446	-2.027	-0.886	-1.020	-1.762	-2.236	-2.689	-3.294	-3.793	-3.856	0.4787	0.0000	3.7	1	-14.832	3.2598452568
	9.00	1.8489824533	1.8490	2.7997	3.6994	1.6487	-2.229	-1.024	-1.187	-1.952	-2.436	-2.897	-3.514	-4.021	-4.086	0.4787	0.0000	4.4	1	-14.831	3.2598555088
	9.00	1.8491181135	1.8491	2.8698	3.6958	1.5643	-2.405	-1.122	-1.322	-2.113	-2.607	-3.076	-3.704	-4.220	-4.287	0.4787	0.0000	5.1	1	-14.829	3.2598648071
	9.00	1.8492468596	1.8492	2.9346	3.6926	1.4870	-2.566	-1.214	-1.448	-2.261	-2.765	-3.241	-3.879	-4.403	-4.471	0.4787	0.0000	5.8	1	-14.827	3.2598736286
