#ra,dec,Dist,UVel,VVel,WVel,RVel,pmRA,pmDE
57.825,-33.7497,122,-19,-27,-13,31.0,30,1
57.96,-28.8372,75,35,11,0,-20.3,-62,-61
57.7625,-44.3647,185,-29,-14,9,7.5,31,21
59.0479,59.6417,21,33,14,-6,-19.0,-265,170
58.9042,52.2267,40,44,9,2,-33.3,-119,110
58.2492,-4.3708,116,41,-24,21,-39.6,21,-57
57.7488,-48.5269,72,-13,3,-8,6.1,-6,42
58.4387,13.505,103,-39,-22,2,31.0,65,-8
56.6533,-74.5078,103,-43,-16,-8,5.4,50,81
58.2071,-22.2761,92,-12,13,-10,8.7,-24,35
55.2029,-81.7889,49,-64,3,5,-28.5,129,210
58.6167,16.6158,21,-21,-25,-5,18.5,220,-167
57.9629,-46.1622,189,-27,-13,-20,28.8,8,24
58.7492,28.1881,73,12,-21,-7,-14.1,13,-60
58.8771,38.3139,78,-91,-9,-8,81.4,102,-59
59.1521,50.6953,41,-49,-7,-9,40.0,93,-131
58.5942,1.2614,45,-3,-23,-18,15.6,22,-117
57.6321,-64.0683,56,-72,-52,32,7.8,318,156
58.4975,-23.1369,63,-26,-164,-27,100.5,336,-300
58.6454,-9.5203,119,-4,-2,-9,9.5,-4,-4
58.6775,-7.9103,67,20,-33,12,-14.5,67,-97
58.3633,-41.2225,44,-18,-6,-8,14.5,28,67
57.9283,-60.36,77,12,-21,-19,28.2,-9,-29
56.8362,-76.4214,69,-24,-23,-4,12.2,71,64
59.1875,36.0025,66,1,-40,21,-19.0,127,-38
58.6483,-20.4608,111,-5,-16,-13,18.9,8,-19
57.8129,-65.2911,111,71,-4,3,8.8,-49,-127
59.6229,58.6192,126,-2,-50,12,-26.4,69,-28
58.6296,-24.8908,73,12,0,-19,8.7,-49,-35
59.1196,22.6742,47,-44,-57,-24,39.2,176,-232
58.9554,-4.5267,49,21,-3,6,-18.7,-13,-51
59.2167,22.4778,45,-32,-22,-19,32.7,70,-114
58.7808,-24.8792,92,-84,-20,-54,91.1,28,99
59.3963,36.4911,56,-37,-22,-14,29.0,77,-104
58.7042,-35.7031,61,-81,-12,-14,45.3,110,216
59.1504,6.7106,96,-29,-44,-6,29.3,80,-55
59.1317,-10.8531,85,-32,-20,7,22.2,76,21
59.0492,-23.4253,85,-17,-27,3,17.3,66,-10
58.7404,-50.7322,60,-9,0,0,1.6,13,30
59.1192,-25.1811,39,9,-64,-29,45.0,107,-279
60.3779,63.9003,56,58,-32,7,-63.4,11,71
59.1608,-33.2189,96,38,-5,1,-12.9,-25,-75
59.5642,7.6053,72,-29,-7,-14,32.2,21,-4
59.0737,-43.6181,83,-4,7,4,-6.5,-2,16
59.0225,-47.7731,57,37,4,-16,3.6,-104,-106
59.7513,9.7817,78,-75,-37,-29,79.1,95,-50
58.8475,-60.9069,94,-15,-20,6,9.6,51,16
59.7337,0.7511,102,-15,-77,15,12.7,136,-91
59.1054,-52.9308,56,-89,-51,-7,46.8,241,244
59.3783,-39.5228,75,-8,-3,1,3.3,15,16
59.9183,10.3303,39,-40,-18,-2,35.5,139,-7
59.7446,-11.4347,95,8,-3,-2,-3.7,-6,-17
59.4808,-36.2597,36,-22,0,-11,15.4,9,109
58.8262,-65.2847,35,-9,-5,-13,11.8,-7,74
60.8413,63.2808,67,93,-30,-9,-92.9,-68,78
60.0692,14.3058,92,-41,-20,-6,37.4,58,-17
59.9033,-10.3228,77,-42,-13,-18,44.5,35,28
59.8404,-15.1392,123,-13,-18,-9,20.1,19,-10
59.465,-46.3828,66,25,-13,12,-5.0,21,-94
58.9558,-65.1867,56,-30,-51,-13,42.8,141,83
61.85,75.175,55,-90,-33,-16,33.8,167,-308
60.2029,18.1939,45,-35,-20,3,27.9,130,-27
59.8625,-28.7736,202,-57,-31,-21,56.4,31,26
60.0008,-19.2467,89,-15,-22,-17,29.4,23,-18
59.8283,-41.8986,143,34,-21,-5,7.3,-4,-59
60.1646,20.3803,62,-46,-36,1,37.0,143,-61
60.9629,53.2775,109,-25,-27,-22,7.3,24,-77
60.8421,48.8408,115,41,-28,-6,-49.1,-2,-18
60.6008,31.3306,65,59,-32,-52,-48.9,-116,-193
60.4425,13.8372,86,47,-28,-3,-40.5,-4,-90
60.105,-26.8369,75,-6,-14,-48,44.7,-56,-28
60.5633,22.4222,87,35,-3,-24,-22.8,-66,-55
60.8121,35.2733,19,-42,-194,21,-26.4,1732,-1356
60.1017,-29.2347,118,-20,14,1,1.6,-1,44
60.2246,-20.3347,67,-23,-47,9,24.9,144,-38
59.6787,-57.1022,62,-7,-12,-3,10.8,27,12
60.1133,-34.85,44,-20,-40,10,21.6,191,-18
60.3033,-15.8631,86,0,-25,-20,22.1,8,-55
60.0987,-38.9447,81,27,-6,-12,4.0,-38,-67
60.6604,15.0619,95,48,-23,6,-46.8,1,-60
60.3371,-26.5167,67,-5,-11,28,-13.2,88,4
60.1329,-41.7483,54,-11,-23,-3,19.1,69,-3
61.0417,42.5275,70,-58,-5,46,44.8,169,61
60.5712,-1.6325,69,-18,-23,-4,20.2,59,-30
61.0296,39.5097,36,-38,-17,-1,28.6,142,-98
59.9754,-54.1611,104,-22,-17,-19,26.4,14,38
61.0292,37.6108,72,-7,-15,27,-3.9,88,26
60.7771,14.4833,144,-46,-15,-17,47.9,23,-14
60.6529,-0.2689,19,-8,-28,-12,17.6,151,-252
60.4667,-20.475,99,-9,-9,4,5.3,26,3
60.7479,9.2083,44,-19,-39,-20,28.1,92,-163
62.3429,73.5703,65,32,-6,-10,-28.9,-49,37
60.1329,-51.3283,65,-12,-57,13,30.0,161,-39
60.6275,-19.4981,102,7,-10,6,-4.1,16,-22
60.5146,-34.4819,52,-37,-67,52,10.7,374,-12
60.5908,-28.5308,59,12,0,-9,1.2,-35,-38
60.6887,-20.7236,70,-3,1,-30,22.8,-58,-10
60.5254,-36.6167,43,37,9,13,-27.5,-59,-132
60.9858,8.1972,36,-49,-17,-1,43.3,166,27
60.6779,-27.4833,57,-31,-9,11,11.2,91,76
61.0408,2.8269,35,15,-30,16,-18.2,149,-128
61.0404,-1.175,112,-31,-18,3,25.2,47,7
61.4,34.2392,97,-35,-24,-14,28.9,42,-61
62.3958,69.5411,18,-7,-24,-17,-14.1,74,-299
61.3342,22.0089,17,-25,-14,-6,23.8,172,-130
61.1275,0.2456,46,78,-24,-46,-31.0,-202,-353
61.1337,-3.3394,346,-6,-29,-15,19.7,7,-15
60.4358,-57.2067,53,-130,-68,-8,55.9,352,411
61.1112,-10.235,55,-12,-28,10,9.4,113,-32
60.7433,-44.3919,67,24,-20,-35,33.0,-61,-86
61.5187,26.2117,71,18,-1,-12,-12.8,-42,-29
61.2704,-4.7856,109,32,-31,-18,-5.7,-8,-91
61.4804,15.4989,71,10,-18,5,-12.6,35,-40
61.3167,-0.5689,99,25,-19,1,-17.4,8,-54
61.0942,-27.6547,95,2,-33,-32,38.6,-2,-56
61.5671,15.6981,47,-42,-18,-2,37.7,119,-20
60.9379,-44.4817,70,26,-21,-36,33.7,-60,-88
61.7517,29.0011,28,-4,11,-10,9.0,-93,6
61.5542,8.5028,63,-34,18,7,24.3,20,99
60.6121,-61.3569,26,-26,-48,0,33.6,337,104
61.6371,14.3694,159,14,-34,-15,-6.9,9,-52
62.115,49.8831,96,-45,-39,-21,22.5,60,-115
61.8929,38.0744,21,-33,-18,-10,26.6,174,-231
61.6842,17.6633,104,16,-23,13,-22.3,36,-26
60.9079,-51.9308,50,39,-6,-8,5.7,-68,-153
62.0592,44.6628,30,44,0,-39,-36.6,-298,-134
61.2329,-35.4464,39,8,3,-10,2.7,-60,-28
61.7162,13.7319,89,33,-31,-4,-28.3,11,-84
61.4058,-27.6517,43,-61,-46,-17,63.3,200,94
62.3425,54.8286,47,-10,-24,-4,-3.9,72,-92
61.6729,1.6839,55,-6,-27,-14,15.9,40,-93
61.4025,-31.0508,74,-13,-30,-18,34.4,37,-22
62.1525,38.0397,21,-32,-16,-8,26.2,167,-203
61.9246,15.1628,47,-42,-21,1,36.2,132,-19
63.8071,76.2878,26,-27,-9,-13,7.4,45,-242
61.7521,-10.0003,42,34,-2,-20,-10.2,-126,-148
62.2925,40.1611,67,-14,-17,-36,12.4,-27,-125
61.7454,-15.9892,236,-28,-60,-11,46.6,37,-22
61.7683,-28.8111,238,-21,-13,-13,25.5,6,7
61.7179,-33.3808,66,-4,-27,-42,47.5,-31,-45
61.6271,-42.3644,98,-30,-20,24,2.5,86,35
61.8362,-27.4256,46,51,-19,-12,-6.9,-65,-243
62.4117,31.6519,40,-16,5,15,12.6,66,72
62.1746,0.7828,111,7,-30,-20,10.7,6,-66
62.5883,39.2256,56,48,-24,4,-53.1,5,-27
61.7571,-41.6703,113,-36,-21,6,18.4,58,41
61.7754,-44.9456,64,-11,-13,-6,15.4,27,16
61.7133,-49.6283,103,-24,-33,-4,28.7,56,22
62.2875,0.1789,65,-36,-14,-3,33.1,64,17
62.2079,-17.945,149,-23,-8,-8,22.6,12,13
62.4292,3.3225,63,16,-3,-17,-3.0,-51,-60
62.7075,26.4808,60,-12,1,-18,17.5,-31,-36
62.42,-7.8928,56,-35,8,4,20.6,36,105
62.6763,18.4231,43,-41,-18,-2,36.8,122,-31
61.8717,-52.5714,35,21,-68,-17,56.8,147,-234
63.1575,51.1683,99,8,-6,5,-9.9,10,6
63.0858,42.9075,91,-30,-15,-2,21.9,43,-41
62.9083,29.83,78,-86,-41,-17,75.9,121,-107
62.1408,-45.8647,51,-13,-14,5,8.5,71,23
62.5058,-18.7111,134,-15,-18,-16,27.0,10,-8
61.8421,-59.7303,141,-8,0,-11,7.0,-7,15
63.0954,37.7119,78,50,-24,66,-65.3,117,96
62.7746,6.7183,153,-5,-38,19,-2.2,54,-23
62.0279,-53.7792,52,41,-30,-3,19.5,11,-189
62.6854,-4.8747,66,-2,-52,-19,25.4,68,-144
62.8342,5.5228,39,-41,-20,0,36.6,148,5
61.8396,-64.2222,23,-39,-27,-15,26.0,197,334
62.685,-25.0958,82,14,-9,-42,26.8,-71,-60
62.6721,-25.4258,62,38,-18,-23,5.5,-60,-153
62.1304,-57.3608,51,47,-14,-4,12.0,-46,-194
62.7717,-18.4267,75,-12,-12,-18,24.0,-2,-11
63.8071,54.9639,55,1,-7,-8,-4.4,-6,-38
62.7104,-41.9933,54,-43,-48,4,38.3,191,67
62.9983,-27.5514,70,-43,-30,-23,52.0,56,43
62.7625,-46.9414,111,55,-24,-14,15.4,-26,-110
63.3879,7.7158,37,-3,1,-1,3.1,-2,6
63.6342,26.2558,31,16,-8,-13,-12.6,-67,-106
64.3471,62.5892,130,6,-24,-12,-20.6,8,-29
63.5871,19.5794,116,32,-30,1,-32.1,16,-52
63.0987,-31.5808,52,-5,-55,6,27.7,165,-102
63.9375,45.3936,55,-82,-30,-20,64.3,127,-204
63.6346,23.5747,46,-42,-20,-1,37.3,120,-49
63.6267,22.4517,55,-43,-18,-2,38.4,94,-32
63.5758,12.3481,36,-55,-46,15,42.8,341,-59
62.5308,-61.5989,41,13,1,11,-7.1,11,-79
63.6067,14.625,46,-41,-18,-3,38.2,108,-21
63.1287,-36.1525,139,-40,-39,3,34.7,62,23
63.6133,12.4353,45,-41,-19,-2,37.7,115,-14
63.2596,-26.4347,122,-46,33,-3,9.0,-12,96
63.2525,-28.5403,57,-26,-18,6,17.6,90,44
63.6429,10.7011,47,-41,-20,1,36.5,121,-5
62.9846,-52.4239,70,4,8,-12,2.4,-44,3
63.9821,31.6931,61,26,-19,-2,-29.0,8,-51
63.7625,7.4142,95,84,3,38,-92.0,-9,-21
64.0825,36.7339,142,-2,-24,13,-7.7,36,-12
64.0087,30.0356,83,50,-26,1,-53.5,2,-48
63.9267,20.8197,51,-43,-20,-1,38.0,110,-35
62.9371,-59.1697,94,-17,-15,7,6.2,45,25
63.9425,15.4006,44,-40,-18,-1,36.4,115,-22
63.8571,6.1994,21,14,-1,-9,-7.7,-103,-113
63.87,6.1867,21,14,0,-9,-7.5,-111,-106
63.7508,-16.1806,69,6,-4,-11,5.1,-21,-31
61.9212,-75.8617,103,-71,-41,-3,13.5,103,130
63.8179,-7.6528,5,97,-12,-41,-43.0,-2239,-3420
63.5937,-38.3169,83,-13,-22,-4,20.2,41,2
64.0683,7.1594,35,20,4,-8,-13.5,-86,-52
63.54,-46.1322,45,2,-51,3,31.2,161,-103
64.6729,49.5333,76,-3,-32,-15,-11.2,30,-88
64.255,19.6756,60,5,-22,-18,0.7,1,-101
64.1258,-0.5728,40,28,-15,-17,-10.0,-60,-173
64.3642,16.5906,108,16,12,1,-14.8,-24,12
63.9937,-24.0081,122,-55,-19,-4,41.4,47,52
64.5825,33.8472,105,-17,-33,-9,8.9,41,-62
64.4633,22.3539,100,-13,-4,-9,15.0,2,-14
64.4121,16.9478,47,-16,-20,10,10.0,113,-24
67.0842,79.6453,131,12,0,30,3.5,29,43
63.5467,-56.1767,107,-31,-12,-14,20.0,17,57
64.5075,18.2567,46,-41,-19,-1,37.0,115,-31
64.8042,42.3811,99,-10,-10,-27,8.1,-21,-58
64.5604,22.8067,72,-28,-2,-18,31.8,-5,-27
64.0554,-30.8653,87,-43,-73,-40,87.4,82,-20
64.0079,-35.2658,71,17,-20,14,-5.1,51,-71
67.175,79.7017,99,-6,14,-25,4.7,-54,-31
64.1312,-28.4103,58,-36,-20,-12,36.3,58,60
63.9383,-45.9694,49,1,-68,19,31.7,244,-124
63.5854,-60.2083,135,-16,-15,-15,21.0,8,24
63.6504,-59.0894,147,-7,-13,-17,21.0,-1,11
64.0375,-42.6258,123,-33,-1,-22,25.2,-7,52
63.8558,-53.6019,95,-29,-12,28,-8.4,82,40
64.7412,19.9067,43,-42,-18,-3,38.9,112,-38
64.7833,17.5247,47,-41,-19,-1,37.5,111,-27
65.3396,53.7008,79,-5,3,-15,4.7,-29,-29
63.5917,-64.9675,74,29,-1,2,2.0,-23,-80
64.3337,-36.85,49,-21,-22,-4,23.4,80,30
64.5267,-24.06,87,-69,-21,-14,57.2,63,91
61.685,-80.7361,71,110,-75,-26,109.7,-29,-236
64.8687,11.9661,94,5,2,1,-5.1,-5,0
64.9783,16.5225,43,-43,-18,-2,40.0,117,-27
65.0537,19.2333,45,-42,-19,-2,38.4,114,-36
63.2783,-72.8206,130,-26,-21,15,0.9,53,27
64.4925,-38.4289,39,17,7,-10,-3.0,-94,-65
65.1046,18.7425,47,-44,-22,-2,40.3,119,-41
65.6562,51.9414,61,-31,-39,11,9.9,145,-94
64.9875,-4.4386,36,-7,-3,-20,17.6,-59,-37
64.5004,-45.6508,58,-29,-33,-21,43.3,57,55
65.2196,13.8642,46,-41,-18,-2,38.7,106,-19
65.0604,-3.7511,68,82,-62,-27,-33.1,-18,-313
66.0417,62.0325,108,-3,-19,-1,-8.4,24,-23
65.5008,39.9339,51,11,-21,-22,-14.4,-23,-118
64.9496,-18.5194,96,-55,-14,12,32.5,77,74
65.6554,43.4492,111,-9,2,-8,9.9,-8,-11
65.3817,21.0397,51,-44,-19,-1,40.3,105,-36
64.8925,-28.7861,66,-39,-25,-14,41.8,61,52
65.3842,18.4175,50,-41,-21,1,37.0,113,-32
65.2071,0.0761,94,-27,-9,10,18.7,47,25
64.5637,-52.9022,75,-32,-18,-7,20.9,49,73
65.4271,19.4683,83,-2,11,-11,6.7,-36,4
65.3946,14.4097,51,-44,-20,-2,41.1,104,-19
65.3046,6.2331,59,-26,-32,0,26.0,104,-51
64.6667,-52.86,74,-31,-14,-4,16.0,47,74
64.3221,-63.0961,113,64,7,-28,17.7,-84,-95
64.9392,-41.96,44,14,-16,-20,20.4,-41,-92
65.4429,2.39,62,26,-33,-10,-11.0,21,-140
65.6862,16.7908,37,-43,-18,8,36.7,173,5
65.6837,15.0558,47,-42,-20,-1,39.0,114,-26
65.37,-20.915,36,-80,-46,-30,88.4,193,142
65.3804,-25.7283,54,-5,-27,-9,22.6,48,-53
65.4475,-21.7706,55,0,-13,19,-6.3,84,-14
65.8767,24.4053,50,-40,-17,-1,35.9,94,-43
65.8429,21.3789,49,-42,-18,-1,38.1,101,-37
65.7454,9.4031,94,14,40,5,-17.6,-59,64
65.9329,28.1861,83,9,-52,-13,-13.7,53,-122
66.4783,57.495,45,18,-12,-22,-24.2,-63,-68
68.0662,77.6239,42,-55,-10,25,36.9,199,-142
65.8846,14.6703,47,-43,-19,-1,39.5,110,-18
66.1558,33.9594,42,27,-24,3,-31.8,46,-75
66.0604,21.7361,41,-41,-19,-1,37.5,121,-47
65.8321,-0.9689,88,-29,-41,-10,37.4,67,-49
66.7063,58.2406,100,-12,10,-40,10.9,-66,-58
66.0529,16.3789,56,-42,-19,-2,38.9,88,-22
66.0517,14.7581,45,-36,-18,0,32.8,106,-25
65.4775,-41.22,73,10,-37,-4,23.2,50,-72
65.3392,-48.4992,78,65,-10,-1,-3.9,-40,-173
66.0925,17.0789,53,-43,-20,-1,39.4,99,-27
65.9071,-4.1208,201,-29,-22,-14,36.2,13,-7
66.6087,52.5047,46,-19,-20,-1,7.4,79,-90
66.1179,16.8861,48,-41,-20,1,37.4,114,-23
66.295,25.7492,63,-2,-17,8,-2.4,58,-25
66.2379,19.0419,49,-34,-21,3,29.7,109,-35
65.8337,-25.395,40,32,-40,-13,11.9,36,-270
66.1108,2.4906,82,-31,-38,-13,39.5,63,-55
66.4017,32.1586,63,-24,15,5,24.7,6,46
65.9004,-20.2739,112,4,-14,-32,25.0,-29,-36
66.18,4.6997,67,-48,-26,0,45.2,98,1
65.87,-27.6578,72,-3,-21,-17,24.0,7,-37
66.2512,11.9778,48,-37,-11,-11,38.5,46,-16
66.5625,34.7158,84,-64,-32,-4,54.0,92,-76
65.9283,-28.7669,65,64,-5,-2,-26.6,-58,-180
66.7058,42.9094,74,-71,-57,-13,47.3,135,-179
66.1746,-8.7531,66,66,-2,-31,-29.6,-130,-167
66.4654,18.8639,43,-43,-18,-3,40.0,108,-35
66.4479,18.0172,48,-41,-19,-1,37.6,104,-29
66.4054,15.9408,47,-40,-19,-1,37.6,105,-25
66.4725,17.4475,77,-27,-15,2,23.8,52,-11
65.9721,-34.7567,47,76,-19,-7,-14.3,-71,-342
66.5771,21.4703,46,-44,-18,-2,41.0,106,-38
66.8908,39.6833,56,10,-13,-9,-12.4,-3,-53
66.6025,16.8531,46,-46,-18,-3,43.7,107,-25
66.4888,5.15,45,-40,-18,-4,38.9,95,4
66.4242,-2.2322,42,-18,-11,-1,17.2,58,3
66.4233,-4.7272,113,9,1,6,-10.8,2,-4
67.045,48.1,55,-25,-25,-6,12.5,72,-105
67.2262,55.0003,88,-7,8,-15,8.6,-33,-20
66.6671,16.7467,47,-42,-19,-1,39.0,107,-27
67.6471,65.0511,98,4,1,-5,-3.6,-12,0
66.7525,19.1175,65,-41,-47,-18,43.0,94,-130
66.235,-34.7572,84,35,-22,-11,6.6,-13,-106
66.0663,-46.6447,62,-9,-46,-57,73.3,-28,-13
66.5046,-13.28,87,-38,-18,3,31.0,61,34
66.0633,-48.9358,121,6,-5,-28,22.0,-33,-7
66.6617,-3.7675,153,-3,-10,-21,16.6,-10,-20
66.6096,-10.5506,40,-33,-35,-23,49.6,82,-60
66.3487,-35.6756,42,1,-24,-6,18.1,54,-64
66.7033,-1.7244,51,4,12,1,-6.3,-34,32
66.8992,15.5892,46,-42,-19,-2,39.2,105,-24
66.8425,7.0622,65,-36,-12,-11,38.1,34,-3
66.9417,11.7364,47,-42,-20,0,38.9,110,-13
66.3296,-44.1608,37,-16,-9,-8,15.2,28,67
66.0508,-57.0711,27,13,10,-4,-5.0,-102,-71
67.0183,13.8678,47,-42,-19,-2,39.7,104,-21
66.7217,-18.6561,66,-24,-24,10,18.9,95,14
67.2163,30.3614,54,43,-17,11,-46.5,23,-21
66.6608,-28.9519,39,-5,-28,-16,28.5,41,-76
67.155,19.7406,50,-46,-20,-3,43.2,99,-40
66.8829,-17.1083,48,-37,-15,-3,31.7,80,67
67.2008,17.2853,47,-42,-20,0,38.9,110,-29
67.2487,16.1589,49,-49,-20,-3,47.0,105,-25
66.8817,-24.4572,52,17,0,-5,-6.2,-34,-56
67.0296,-15.1803,71,-25,-2,-16,27.8,-10,33
66.8604,-29.1964,99,-64,4,10,21.9,49,120
67.3354,17.5447,43,-36,-18,0,33.2,103,-31
67.2092,2.3714,75,34,-21,26,-38.1,63,-53
66.9804,-21.5039,70,15,0,-2,-7.3,-18,-35
68.3142,64.9881,91,-19,-20,-13,0.8,20,-68
67.3762,17.8631,46,-40,-19,-1,37.8,105,-32
66.9192,-32.4086,78,-30,-35,-27,52.3,31,13
67.5833,28.1317,40,-28,-7,20,20.9,140,47
66.8854,-40.4722,67,-5,10,-5,-1.6,-26,29
66.7746,-46.9475,33,34,-30,2,12.6,65,-274
67.4904,16.6728,40,-42,-16,-3,39.7,106,-26
66.2879,-64.08,43,-54,-25,-62,54.5,-61,320
67.7458,35.5997,53,-18,6,42,12.0,126,124
67.5746,19.8406,50,-43,-19,-2,40.7,95,-34
67.5346,14.3067,79,46,-18,24,-51.1,41,-34
68.4758,64.6331,27,11,5,-5,-6.9,-80,41
67.0917,-31.4558,140,7,-30,-17,25.7,6,-37
67.1517,-32.4656,123,-16,0,-5,10.8,2,23
67.645,15.7339,37,-30,-14,0,27.6,100,-22
67.1737,-33.4203,49,3,0,-1,-0.8,-7,-9
67.6946,16.1486,41,-44,-17,-4,42.1,104,-27
62.9804,-83.6017,141,-30,-6,-1,-6.5,21,40
68.3167,55.4619,75,40,-54,-31,-64.0,1,-105
67.8183,25.0303,36,12,-4,-11,-9.0,-54,-63
67.815,20.1331,46,-42,-19,-1,38.9,106,-40
67.7954,14.6897,94,-31,-12,0,29.3,38,-3
67.7379,10.7517,44,-40,-18,-2,38.8,102,-11
67.5637,-11.5606,101,-46,-23,-14,49.8,37,19
68.0717,37.0431,43,-22,0,1,20.7,30,-9
67.9046,17.7097,43,-39,-18,0,36.6,109,-31
67.8721,13.9033,51,-42,-18,-2,40.5,90,-16
67.6175,-13.2661,29,-7,9,2,0.3,-18,78
68.0329,21.6322,39,-6,0,-2,6.6,1,-3
67.9654,15.8514,45,-38,-20,0,36.0,108,-30
67.8054,-4.86,104,22,-23,-20,-0.3,-13,-75
66.4408,-69.9936,43,-11,-13,25,-7.2,145,5
68.3537,43.0639,68,21,-8,4,-23.0,6,5
68.02,5.41,43,-42,-20,-1,40.3,113,5
70.1133,76.5672,95,48,-10,-14,-43.5,-35,49
68.6629,51.0031,172,-17,-22,-18,5.4,6,-40
68.5688,45.9133,63,-9,-18,-3,1.6,37,-56
68.2087,16.0056,32,-42,-14,-6,41.9,103,-29
67.64,-40.2186,82,6,-67,-4,45.2,96,-88
67.6529,-40.395,88,-26,-12,21,2.2,72,44
68.2475,15.8189,45,-42,-18,-2,40.4,99,-24
67.9871,-12.6325,56,-19,-23,12,15.4,108,2
68.0892,-5.0389,37,-26,-15,-23,37.0,-2,-35
67.4583,-52.985,133,34,-37,-24,39.3,-6,-62
68.4992,32.2092,61,68,-27,19,-74.6,43,-20
68.4933,32.1414,116,-30,-42,3,19.9,67,-56
67.8775,-31.6933,83,-14,-11,-5,16.1,17,15
67.8992,-31.5192,75,40,-2,-13,-7.8,-55,-102
67.775,-41.7258,69,12,-57,-56,72.6,-25,-104
69.0021,55.5119,70,10,-22,-14,-21.0,3,-56
68.4079,16.7625,45,-42,-17,-2,40.0,98,-24
68.2908,4.97,110,-30,-53,-15,42.4,58,-69
67.8942,-35.9056,113,-35,-23,-11,35.8,30,36
67.9587,-30.9164,114,3,-13,-31,27.0,-29,-25
67.7696,-45.3603,52,0,12,-8,-2.8,-54,17
69.0758,55.0264,67,1,6,3,2.5,-4,19
68.4442,13.2517,44,-37,-18,0,35.0,103,-18
68.6338,15.8275,49,-42,-18,-1,40.0,92,-21
68.2833,-19.3583,66,-26,-16,-4,25.9,45,26
68.6471,15.5044,46,-41,-19,-2,39.8,98,-27
68.2908,-25.5597,121,14,12,5,-17.1,-14,-5
67.7017,-57.45,116,-32,-25,6,16.1,52,44
69.4675,60.6761,30,0,-3,8,-0.2,59,22
68.6817,11.4992,103,-11,-10,9,7.1,32,2
66.2192,-77.685,64,6,12,-8,-3.0,-50,-9
66.2317,-77.6839,56,5,8,-9,0.3,-50,-5
68.4792,-18.1794,99,-60,-6,16,31.0,68,92
68.9167,19.9686,65,-12,-10,-16,16.3,-8,-49
65.2417,-81.5797,54,-26,-11,-18,9.1,10,126
71.5967,79.1511,122,-12,-25,4,-8.0,36,-29
69.0579,21.5364,34,7,-8,0,-7.2,20,-42
69.0733,21.6892,89,-29,-35,-4,26.4,63,-61
69.0217,15.6839,46,-42,-18,-2,40.6,94,-23
68.8396,-4.7361,38,-5,-12,-12,13.7,3,-62
69.1212,23.3408,44,-65,-18,-7,63.1,108,-53
68.9333,1.445,78,-28,-15,-19,35.7,7,-19
68.1279,-56.2258,61,-29,-14,-5,15.3,44,89
68.7275,-25.0389,70,-14,-28,-33,44.4,-9,-35
69.1771,19.4928,42,-25,-10,-8,25.5,35,-39
69.31,30.3997,79,6,-41,-21,-8.7,24,-120
69.1696,15.8692,43,-45,-17,-3,43.2,98,-21
68.66,-35.6581,28,34,1,-5,-10.2,-100,-224
68.8237,-24.5328,54,-20,-27,1,24.4,90,3
69.2292,15.2611,63,-35,-17,-8,36.1,46,-29
67.4942,-72.2753,80,-2,-7,-5,7.7,5,10
68.94,-21.3397,56,-5,-30,13,9.6,113,-43
69.595,39.4494,160,20,-4,-19,-19.0,-22,-16
69.5833,37.3622,99,-15,-12,-9,12.3,10,-36
69.08,-17.4439,64,11,1,4,-9.5,-2,-21
68.7687,-41.5636,54,-8,-31,-2,25.0,78,-20
69.93,51.2081,134,-26,-27,10,12.6,48,-33
69.3829,15.1464,42,-40,-18,-1,38.5,102,-25
69.9917,53.4728,85,-35,-23,-11,20.1,36,-89
71.5021,76.6108,32,-13,-20,-5,-5.7,75,-136
69.3583,0.5744,60,-35,-9,-14,38.6,14,14
69.3612,0.5531,66,-35,-10,-14,38.5,17,9
69.6229,26.9392,70,-6,-31,-9,4.0,41,-88
69.0958,-30.8322,156,-18,-22,4,19.0,29,6
68.5104,-59.8097,58,-30,-13,-6,13.5,44,102
69.1658,-26.4292,159,-48,-11,-20,44.2,6,38
68.8133,-52.4094,159,20,31,42,-53.4,8,-21
69.6633,17.4081,209,3,-17,7,-5.2,15,-11
69.1067,-37.8258,54,18,-9,2,-1.5,10,-78
69.2575,-28.9528,102,23,20,6,-26.8,-31,-15
69.0187,-45.1361,61,-13,-23,2,17.8,66,15
69.7388,14.1056,48,-44,-21,-1,42.1,100,-23
68.8675,-54.8911,104,-36,-44,-21,49.7,45,55
52.4146,-88.2464,45,-24,-9,1,-4.9,84,79
70.2704,50.0661,90,-19,-36,-7,2.1,51,-83
70.0279,33.1339,61,37,-13,-10,-36.9,-31,-50
69.7858,13.0028,60,-20,-9,-31,30.7,-44,-64
69.5479,-13.2581,71,6,-6,13,-9.7,36,-12
69.4096,-29.9039,112,38,-32,-4,2.8,14,-93
69.6421,-9.3431,64,-24,-11,-16,30.5,4,4
68.9217,-57.4258,118,-33,-25,-7,24.9,34,50
70.0942,29.9722,76,-35,-19,-1,30.9,54,-41
70.195,30.2914,62,-12,-17,-5,9.8,32,-56
70.4012,42.1183,28,-135,-49,11,112.3,535,-417
69.2517,-51.8406,145,14,-14,-3,10.5,4,-24
70.7446,57.2019,79,45,-7,-2,-42.7,-20,38
70.1058,18.1567,60,32,-7,20,-36.9,40,-2
70.2042,23.8094,51,-36,-16,-5,34.4,62,-49
70.7412,53.1381,140,-50,-45,2,25.2,62,-71
70.4592,38.28,31,-55,-20,13,46.6,242,-99
69.905,-14.5956,75,-40,-13,6,29.7,64,57
