# Dist    Mv    CL   Typ    LTef    logg   Age   Mass   B-V     U-B       V-I     V-K     V        mux       g-V                   muy       Vr       UU        VV        g-i                     WW        [Fe/H]   l           b      Av      Mbol    Vgsr          g                   
  2.435   4.7   5    5.3    3.76    4.42   6     1.01   0.645   0.082     0.732   1.623   16.63    -0.474    0.28234998798370364   0.229     9.14     -61.2     -0.99     0.5480919901132584      -5.72     -0.19    251.19999   49.3   0.081   4.047   -129.86       16.912349148750305  
  2.435   5.6   5    5.28   3.755   4.58   8     0.77   0.637   0.023     0.753   1.679   17.615   -0.804    0.27731001532077787   0.699     -15.94   -114.62   44.26     0.5791930310726165      -16.76    -0.51    251.19999   49.3   0.081   5.457   -154.94       17.892309786438943  
  2.435   4.6   5    4.8    3.787   4.38   8     0.86   0.535   -0.037    0.631   1.412   16.534   -0.388    0.21305001652240751   -0.117    -39.28   -23.18    2.13      0.3985109738707543      -56.5     -0.34    251.19999   49.3   0.081   4.502   -178.28       16.747050413250925  
  2.435   2.8   3    5.5    3.704   3.3    8     0.93   0.848   0.289     0.896   2.136   14.822   -0.431    0.41023999369144437   0.414     85.67    -83.42    -31.02    0.7909760409593583      64.62     -0.89    251.19999   49.3   0.081   2.541   -53.33        15.232239543557167  
  2.485   4.5   5    5.0    3.77    4.4    6     1.04   0.595   0.0090    0.695   1.556   16.484   -0.491    0.25085001802444457   -0.187    12.2     -40.91    -39.52    0.4932949894070626      -27.42    -0.32    251.19999   49.3   0.081   3.879   -126.8        16.73484927034378   
  2.485   5.8   5    5.42   3.746   4.61   8     0.75   0.642   -0.019    0.791   1.775   17.913   -0.059    0.2804600123167038    -0.197    29.3     -0.74     -37.07    0.6354710127115251      8.26      -0.92    251.19999   49.3   0.081   5.637   -109.7        18.193460119128225  
  2.485   5.6   5    5.28   3.755   4.58   8     0.77   0.595   -0.104    0.755   1.69    17.752   -0.24     0.25085001802444457   -0.413    20.73    -4.66     -56.35    0.5821549929380416      -19.83    -1.04    251.19999   49.3   0.081   5.457   -118.270004   18.002850826740264  
  2.485   4.6   5    4.8    3.787   4.38   8     0.86   0.511   -0.098    0.633   1.423   16.658   0.158     0.19792998588085176   -0.396    57.58    26.45     -64.96    0.4014730240106583      30.38     -0.64    251.19999   49.3   0.081   4.502   -81.42        16.855930931925773  
  2.485   4.2   5    4.73   3.793   4.26   8     0.88   0.531   -0.0010   0.607   1.344   16.225   -0.389    0.21053001141548155   -0.636    46.96    -12.27    -96.74    0.3629669901132584      -20.23    -0.16    251.19999   49.3   0.081   4.108   -92.04        16.43553039288521   
  2.535   4.7   5    5.2    3.75    4.35   7     0.96   0.657   0.061     0.774   1.727   16.897   -0.052    0.2899100033044815    0.087     -7.33    -8.78     10.52     0.6102939837574959      -3.53     -0.48    251.19999   49.3   0.081   4.015   -146.33       17.18690936243534   
  2.535   5.6   5    5.28   3.755   4.58   8     0.77   0.587   -0.126    0.757   1.692   17.732   0.152     0.24581000781059265   -0.21     102.08   6.31      -76.7     0.5851170430779458      73.94     -1.18    251.19999   49.3   0.081   5.457   -36.92        17.977810358762742  
  2.535   5.4   5    5.15   3.763   4.55   8     0.79   0.619   0.023     0.721   1.607   17.534   -0.459    0.2659700111150742    -0.274    79.34    -47.38    -88.27    0.5318010233044626      19.64     -0.36    251.19999   49.3   0.081   5.272   -59.660004    17.79997040784359   
  2.535   5.2   5    5.04   3.771   4.52   8     0.81   0.534   -0.164    0.694   1.574   17.313   -1.384    0.2124199870824814    0.079     74.75    -161.38   -84.22    0.4918140084743501      -14.71    -1.13    251.19999   49.3   0.081   5.084   -64.25        17.525419712424277  
  2.535   5.0   5    4.95   3.777   4.48   8     0.82   0.519   -0.157    0.668   1.53    17.037   -0.071    0.20296999609470368   -0.073    -5.1     -1.82     -5.66     0.45330797457695016     -11.84    -1.01    251.19999   49.3   0.081   4.893   -144.1        17.239970652222635  
  2.535   4.0   5    4.73   3.793   4.18   8     0.9    0.467   -0.145    0.609   1.377   16.073   0.313     0.17021000480651854   0.155     29.66    16.6      5.65      0.3659290402531624      48.32     -1.04    251.19999   49.3   0.081   3.911   -109.34       16.24320995903015   
  2.535   3.6   4    4.69   3.777   3.97   8     0.92   0.541   -0.071    0.668   1.514   15.771   -0.432    0.21683000540733338   -1.057    22.67    13.02     -121.89   0.45330797457695016     -65.74    -0.61    251.19999   49.3   0.081   3.507   -116.33       15.987829913854599  
  2.585   5.2   5    5.04   3.771   4.52   8     0.81   0.574   -0.046    0.691   1.554   17.428   -0.675    0.23762000060081484   0.031     1.34     -72.19    -20.46    0.4873709774017334      -34.9     -0.5     251.19999   49.3   0.081   5.084   -137.66       17.665619497060774  
  2.585   5.0   5    4.95   3.777   4.48   8     0.82   0.526   -0.137    0.668   1.526   17.122   -0.716    0.20738001441955567   -0.913    -49.08   -9.67     -76.08    0.45330797457695016     -129.36   -0.9     251.19999   49.3   0.081   4.893   -188.08       17.329379755020142  
  2.585   4.8   5    4.87   3.783   4.43   8     0.84   0.521   -0.103    0.647   1.464   16.97    -0.467    0.20423001742362978   0.581     64.24    -96.64    -2.55     0.4222070218920708      55.88     -0.68    251.19999   49.3   0.081   4.698   -74.76        17.17422933077812   
  2.585   4.4   5    4.75   3.791   4.32   8     0.87   0.518   -0.052    0.617   1.374   16.522   -0.594    0.20234000420570375   0.034     -1.52    -63.37    -15.7     0.3777769759893418      -32.35    -0.39    251.19999   49.3   0.081   4.305   -140.52       16.72433936333656   
  2.635   5.6   5    5.28   3.755   4.58   8     0.77   0.616   -0.042    0.754   1.685   17.689   -0.639    0.26407999789714814   -0.213    69.57    -69.3     -84.26    0.5806740120053291      3.95      -0.77    251.19999   49.3   0.081   5.457   -69.43        17.95307917392254   
  2.635   4.8   5    4.87   3.783   4.43   8     0.84   0.508   -0.137    0.647   1.472   16.946   -0.807    0.19604001021385192   -0.538    37.37    -60.58    -100.06   0.4222070218920708      -48.97    -0.89    251.19999   49.3   0.081   4.698   -101.630005   17.142039155721665  
  2.635   4.4   5    4.75   3.791   4.32   8     0.87   0.466   -0.183    0.62    1.409   16.591   -0.409    0.1695799941420555    0.505     -24.79   -68.78    48.03     0.38222000706195836     -12.66    -1.31    251.19999   49.3   0.081   4.305   -163.79001    16.76057959741354   
  2.635   3.8   4    4.56   3.789   4.1    8     0.91   0.487   -0.118    0.622   1.409   15.927   -0.216    0.1828099927902222    0.313     39.59    -50.21    -2.83     0.38518196892738343     36.01     -0.86    251.19999   49.3   0.081   3.712   -99.41        16.10981003856659   
  2.685   5.6   5    5.28   3.755   4.58   8     0.77   0.651   0.069     0.754   1.677   17.734   -0.15     0.28613001441955566   -0.104    -10.12   -7.65     -8.72     0.5806740120053291      -22.57    -0.36    251.19999   49.3   0.081   5.457   -149.12       18.02012926673889   
  2.685   5.2   5    5.04   3.771   4.52   8     0.81   0.542   -0.141    0.691   1.569   17.473   -0.078    0.2174599972963333    -0.144    94.5     -19.3     -74.56    0.4873709774017334      58.59     -0.97    251.19999   49.3   0.081   5.084   -44.5         17.69045957005024   
  2.685   5.0   5    4.95   3.777   4.48   8     0.82   0.516   -0.166    0.669   1.533   17.264   -0.353    0.20107998287677764   -0.06     22.45    -39.09    -31.69    0.45478904378414153     -7.03     -1.08    251.19999   49.3   0.081   4.893   -116.55       17.46507992184162   
  2.685   4.8   5    4.87   3.783   4.43   8     0.84   0.514   -0.121    0.647   1.468   17.107   0.07      0.1998199990987778    -0.531    -66.55   54.48     -6.42     0.4222070218920708      -77.9     -0.79    251.19999   49.3   0.081   4.698   -205.55       17.306820350050927  
  2.685   3.6   4    4.69   3.777   3.97   8     0.92   0.554   -0.043    0.668   1.508   15.769   -0.456    0.2250200126171112    -0.143    62.68    -53.5     -67.88    0.45330797457695016     12.58     -0.46    251.19999   49.3   0.081   3.507   -76.32        15.994020066022873  
  2.685   2.2   3    5.58   3.697   3.02   8     0.93   0.925   0.478     0.92    2.196   14.488   -0.746    0.45875000751018524   0.155     73.44    -105.58   -56.52    0.826520024716854       21.58     -0.52    251.19999   49.3   0.081   1.922   -65.56        14.946749923586845  
  2.685   4.6   5    4.58   3.803   4.39   9     0.77   0.424   -0.221    0.581   1.304   16.903   -0.547    0.14311999684572219   -1.092    129.5    -18.58    -201.42   0.32446095621585846     1.66      -1.89    251.19999   49.3   0.081   4.494   -9.5          17.04611987477541   
  2.735   5.2   5    5.04   3.771   4.52   8     0.81   0.563   -0.078    0.691   1.559   17.453   0.204     0.2306900147199631    -1.081    -1.63    90.98     -95.35    0.4873709774017334      -54.58    -0.66    251.19999   49.3   0.081   5.084   -140.63       17.683689129710196  
  2.735   5.0   5    4.95   3.777   4.48   8     0.82   0.581   0.015     0.668   1.505   17.233   -0.09     0.24202998137474058   -0.097    -20.93   0.59      0.47      0.45330797457695016     -27.06    -0.2     251.19999   49.3   0.081   4.893   -159.93       17.475029783010484  
  2.735   4.8   5    4.87   3.783   4.43   8     0.84   0.512   -0.128    0.647   1.47    17.025   0.086     0.19856001532077788   -0.625    96.28    28.65     -116.23   0.4222070218920708      40.29     -0.83    251.19999   49.3   0.081   4.698   -42.72        17.22355963385105   
  2.735   3.8   4    4.56   3.789   4.1    8     0.91   0.541   0.0040    0.621   1.383   16.133   -0.067    0.21683000540733338   -1.15     65.11    51.51     -152.66   0.3837009879946709      -24.14    -0.19    251.19999   49.3   0.081   3.712   -73.89        16.34982942557335   
  2.735   -0.6  3    6.38   3.628   1.49   8     0.93   1.236   0.982     1.341   3.003   11.676   -0.027    0.654679963350296     -0.292    19.41    11.37     -40.85    1.4500209420919419      -4.51     -1.17    251.19999   49.3   0.081   -1.234  -119.59       12.330679604768752  
  2.735   4.8   5    4.65   3.798   4.45   9     0.76   0.433   -0.231    0.603   1.358   16.989   -0.366    0.1487899989485741    -0.155    79.38    -47.15    -76.73    0.3570429781079293      29.16     -1.95    251.19999   49.3   0.081   4.69    -59.620003    17.137790319383143  
  2.785   4.8   5    4.87   3.783   4.43   8     0.84   0.514   -0.123    0.647   1.469   17.093   -1.256    0.1998199990987778    -0.056    11.63    -139.47   -57.55    0.4222070218920708      -70.18    -0.8     251.19999   49.3   0.081   4.698   -127.37       17.292820411086083  
  2.785   4.6   5    4.8    3.787   4.38   8     0.86   0.51    -0.102    0.633   1.424   16.992   -0.649    0.19729999399185183   -0.661    96.71    -50.52    -147.35   0.4014730240106583      -6.42     -0.67    251.19999   49.3   0.081   4.502   -42.29        17.189300573825836  
  2.785   4.4   5    4.75   3.791   4.32   8     0.87   0.465   -0.186    0.621   1.411   16.611   -0.031    0.16895000225305556   -0.342    12.3     15.89     -42.07    0.3837009879946709      -13.63    -1.34    251.19999   49.3   0.081   4.305   -126.7        16.77995006328821   
  2.785   3.8   4    4.56   3.789   4.1    8     0.91   0.488   -0.117    0.622   1.408   16.184   -0.826    0.1834400034546852    -0.175    44.99    -90.72    -74.36    0.38518196892738343     -26.35    -0.85    251.19999   49.3   0.081   3.712   -94.009995    16.367440018713474  
  2.785   3.4   4    5.34   3.719   3.61   8     0.92   0.806   0.306     0.868   2.024   15.656   -0.654    0.38377999639511107   0.215     12.55    -89.61    -10.18    0.7495079569220544      -16.58    -0.39    251.19999   49.3   0.081   3.183   -126.45       16.039780133724214  
  2.785   3.0   3    5.47   3.707   3.39   8     0.93   0.825   0.242     0.889   2.113   15.359   0.027     0.3957499924898148    0.02      56.0     -10.01    -31.67    0.7806089978814126      45.3      -0.95    251.19999   49.3   0.081   2.748   -83.0         15.754750198483467  
  2.835   5.0   5    4.95   3.777   4.48   8     0.82   0.531   -0.122    0.668   1.523   17.408   -0.571    0.21053001141548155   -0.039    51.17    -73.29    -56.29    0.45330797457695016     1.34      -0.81    251.19999   49.3   0.081   4.893   -87.83        17.618530957460404  
  2.835   4.8   5    4.87   3.783   4.43   8     0.84   0.532   -0.073    0.647   1.456   17.148   -0.537    0.21116000330448154   -0.0030   65.33    -74.71    -60.13    0.4222070218920708      16.5      -0.5     251.19999   49.3   0.081   4.698   -73.67        17.359160720467568  
  2.835   4.4   5    4.75   3.791   4.32   8     0.87   0.48    -0.142    0.618   1.396   16.841   -0.085    0.17839999324083328   -0.459    30.7     13.84     -67.61    0.37925795692205433     -10.72    -0.95    251.19999   49.3   0.081   4.305   -108.3        17.01939959651232   
  2.835   4.6   5    4.58   3.803   4.39   9     0.77   0.428   -0.206    0.579   1.299   17.018   -1.248    0.14564000195264815   -2.224    252.75   -49.84    -422.26   0.3214989943504334      -24.25    -1.64    251.19999   49.3   0.081   4.494   113.75        17.1636396510005    
  2.885   5.4   5    5.15   3.763   4.55   8     0.79   0.585   -0.079    0.722   1.616   17.764   -0.25     0.2445499864816666    0.128     46.96    -47.38    -25.35    0.5332820042371751      28.16     -0.76    251.19999   49.3   0.081   5.272   -92.04        18.00854992544651   
  2.885   5.2   5    5.04   3.771   4.52   8     0.81   0.566   -0.069    0.691   1.557   17.67    -0.66     0.23257999038696292   0.146     52.3     -97.24    -41.99    0.4873709774017334      7.85      -0.62    251.19999   49.3   0.081   5.084   -86.7         17.90258006668091   
  2.885   4.8   5    4.87   3.783   4.43   8     0.84   0.52    -0.107    0.647   1.465   17.189   -0.105    0.2035999879837036    -0.182    53.99    -11.42    -55.66    0.4222070218920708      22.73     -0.71    251.19999   49.3   0.081   4.698   -85.009995    17.392599164009095  
  2.885   4.4   5    4.75   3.791   4.32   8     0.87   0.475   -0.154    0.618   1.399   16.87    -0.54     0.1752499962449074    -0.183    75.78    -66.36    -85.32    0.37925795692205433     12.09     -1.04    251.19999   49.3   0.081   4.305   -63.22        17.045250835478306  
  2.885   4.2   5    4.73   3.793   4.26   8     0.88   0.511   -0.05     0.608   1.352   16.593   -0.483    0.19792998588085176   -0.167    18.99    -48.96    -46.48    0.36444797104597093     -26.36    -0.38    251.19999   49.3   0.081   4.108   -120.01       16.790930397868156  
  2.885   4.2   5    4.49   3.811   4.28   9     0.79   0.406   -0.209    0.547   1.219   16.488   -0.352    0.13177999264001844   -2.111    92.06    80.3      -283.09   0.2741069865822793      -86.82    -2.0     251.19999   49.3   0.081   4.102   -46.940002    16.619780862390996  
  2.935   5.0   5    4.95   3.777   4.48   8     0.82   0.55    -0.066    0.668   1.511   17.436   -0.511    0.22250000751018523   -0.032    25.92    -63.6     -38.59    0.45330797457695016     -14.86    -0.51    251.19999   49.3   0.081   4.893   -113.08       17.658500831484794  
  2.935   4.4   5    4.75   3.791   4.32   8     0.87   0.5     -0.094    0.618   1.382   16.786   -0.563    0.191                 -0.271    82.01    -65.29    -99.72    0.37925795692205433     8.88      -0.62    251.19999   49.3   0.081   4.305   -56.989998    16.976999298095702  
