oid_1,ra,dec,snr,v_rad,v_helio,v_gsr,v_err,prior_teff,param_teff,param_logg,param_feh,param_alpha,chi_sq,oid_2,vrad,verr,R,absverr,delta_vgsr,vgsr
116,161.863833333,-0.401313888889,44.1464985031,4.8163,4.8159,-134.071,2.163,4315.2,4547.74,4.99796204948,-0.809736238251,0.0774442117524,1.84161,116,-1.9192,2.507,0.94,2.506999969482422,-138.88729991531372,-140.8064999153137
117,161.776708333,-0.603297222222,77.2213077531,130.331,130.319,-9.28119,1.568,4530.72,4484.63,9.56291422791E-6,-2.00000050663,0.39893171782,1.83394,117,126.6773,2.49,0.96,2.490000009536743,-139.61218365234376,-12.934883652343757
118,161.725666667,-0.628294444444,41.0543909065,20.2539,20.2521,-119.488,3.634,9001.08,4790.9,4.27522817505,-1.32664711575,0.326764332879,2.64458,118,16.8641,5.756,0.92,5.75600004196167,-139.7419005279541,-122.8778005279541
119,161.78275,-0.516069444444,77.587236688,-3.5027,-3.5023,-142.835,1.456,4870.55,5247.13,4.99996542769,-0.574348376024,1.35153001252E-4,2.53076,119,-8.4289,2.972,0.96,2.9719998836517334,-139.33229990959168,-147.76119990959168
120,161.633583333,-0.722419444444,72.6510549218,-53.0383,-53.0337,-193.171,1.758,4618.19,5000.01,3.46923368435,-1.96919294789,0.00333591150879,1.24408,120,-55.5167,2.679,0.93,2.678999900817871,-140.13270043945312,-195.64940043945313
121,161.791833333,-0.465263888889,39.0888052054,8.6356,8.6348,-130.535,4.276,4422.67,4500.0,5.0,-2.5,0.4,9.37773,121,2.0926,6.257,0.9,6.256999969482422,-139.17060009002685,-137.07800009002685
122,161.877291667,-0.324477777778,38.0278234513,35.5213,35.5181,-103.122,2.056,4711.11,5093.57,4.1119035878,-0.999995656771,0.300715114123,2.25949,122,28.9133,3.831,0.93,3.8310000896453857,-138.64330126953126,-109.73000126953127
123,161.772708333,-0.456333333333,63.0115161846,-7.4933,-7.4927,-146.66,2.041,4552.5,4632.89,4.99999926351,-0.892258886903,0.122289348562,1.70503,123,-12.4431,2.94,0.95,2.940000057220459,-139.1667000389099,-151.6098000389099
124,161.847208333,-0.333175,33.5182818732,-35.5559,-35.5527,-174.257,3.323,3723.87,5500.2,4.31656922521,-0.358161783209,0.371957756302,4.28227,124,-38.8073,4.541,0.91,4.540999889373779,-138.70109942626954,-177.50839942626953
125,161.931833333,-0.238588888889,69.9569273174,136.899,136.887,-1.42649,1.822,5035.35,4733.28,3.22337155489,-1.49850503137,0.373234609925,1.86573,125,132.829,2.158,0.95,2.1579999923706055,-138.3254920751953,-5.496492075195306
126,161.7575,-0.418177777778,49.8479009831,-8.9598,-8.959,-148.032,4.287,5089.89,5114.5,4.85936943153,-0.824598055442,0.112504016677,1.18775,126,-9.3811,3.799,0.93,3.7990000247955322,-139.07220023345948,-148.4533002334595
127,161.487875,-0.710575,33.4191456269,29.69,29.6874,-110.598,4.291,5126.01,4874.75,4.26272211405,-0.69001899959,0.257756727356,2.71186,127,25.1892,5.61,0.92,5.610000133514404,-140.28800053405763,-115.09880053405763
128,161.858791667,-0.299530555556,45.8757796468,45.341,45.337,-93.2522,2.198,4566.46,4837.0,4.96298216888,-0.736999485315,0.155584468682,2.10656,128,41.1342,2.36,0.94,2.359999895095825,-138.5931996032715,-97.45899960327151
129,161.897208333,-0.233886111111,65.7352422245,25.3441,25.3419,-113.002,2.259,4359.06,4666.95,4.9999996244,-0.462995925619,0.00177370837921,3.25311,129,19.6893,3.107,0.94,3.1070001125335693,-138.34610095214845,-118.65680095214844
130,161.619541667,-0.507297222222,64.5528262961,-14.1944,-14.1931,-153.707,1.96,4792.51,4551.35,4.97852904573,-0.672623424719,0.0821457599832,1.9338,130,-18.9665,2.144,0.95,2.1440000534057617,-139.5126001663208,-158.4791001663208
131,161.609458333,-0.488266666667,75.6412721388,68.4472,68.4412,-71.0289,1.765,5861.6,4918.35,4.49999921037,-1.35255237951,0.36090389532,3.2268,131,64.0211,3.045,0.95,3.0450000762939453,-139.4760969604492,-75.45499696044921
132,161.541833333,-0.541572222222,56.639848055,29.8923,29.8897,-109.825,2.242,5019.24,4820.56,4.98946868221,-0.610635345924,0.104633514618,2.22233,132,23.4727,2.685,0.96,2.684999942779541,-139.7172996520996,-116.2445996520996
133,161.704541667,-0.373433333333,79.3899515323,13.5308,13.5297,-125.477,1.726,4199.81,4268.59,4.99999852851,-0.687425395239,0.0592838432433,2.16965,133,8.875,3.044,0.96,3.0439999103546143,-139.00779986572266,-130.13279986572266
134,161.45675,-0.581283333333,55.1738131563,98.1227,98.1142,-41.8261,1.827,5865.91,4449.77,2.40025784301,-2.04372437749,0.364449380074,1.96732,134,94.6812,2.321,0.95,2.321000099182129,-139.9488035522461,-45.26760355224609
135,161.904958333,-0.191336111111,74.2481274096,40.6972,40.6935,-97.5129,1.629,5039.52,5750.33,4.72844608125,-0.727793992304,3.91994514351E-4,3.10287,135,37.6984,1.819,0.95,1.819000005722046,-138.2101007751465,-100.5117007751465
136,161.585666667,-0.435936111111,45.6740024735,49.2493,49.245,-90.0991,3.74,4434.23,4277.01,4.00033355756,-1.4669298745,0.399982553135,4.08415,136,40.7792,4.711,0.93,4.710999965667725,-139.34839809570315,-98.56919809570314
137,161.958583333,-0.124119444444,71.1353484069,-1.3135,-1.3134,-139.25,3.85,4938.96,4761.17,4.81598863495,-0.738075365028,0.0385497018232,12.5133,137,-6.7495,4.984,0.91,4.984000205993652,-137.93649995326996,-144.68599995326997
138,161.351541667,-0.565141666667,75.5487089359,43.5509,43.5472,-96.4774,2.019,4814.08,4772.62,3.67862972878,-1.00000032877,0.36476780579,2.64262,138,38.3969,3.359,0.95,3.3589999675750732,-140.02829950561522,-101.63139950561522
139,161.785083333,-0.208472222222,37.7955193342,75.1047,75.0981,-63.3127,2.433,3990.47,4498.07,2.77825418646,-2.49733842265,0.396928822863,2.22693,139,69.7368,3.471,0.93,3.4709999561309814,-138.41739818115235,-68.68059818115235
140,161.291083333,-0.580472222222,43.3651980887,88.868,88.8606,-51.2855,3.841,4780.99,4796.1,4.77943995214,-1.5000012582,0.335332249781,3.45465,140,87.1585,6.144,0.9,6.144000053405762,-140.15349621582033,-52.99499621582032
141,161.385083333,-0.491358333333,43.5254757702,22.0969,22.0951,-117.667,3.475,5362.53,4607.49,4.49999736249,-1.04982970149,0.162594443382,2.88736,141,19.3399,3.645,0.93,3.6449999809265137,-139.7639009399414,-120.42400093994141
142,161.579791667,-0.341233333333,45.6165392412,-46.8047,-46.8006,-185.869,2.129,5854.38,4750.07,4.20120467816,-1.55211759606,0.398237312419,1.21617,142,-51.4635,3.198,0.94,3.197999954223633,-139.0643010559082,-190.5278010559082
143,161.622041667,-0.327366666667,33.2831572224,221.307,221.288,82.3139,3.723,3810.86,4511.22,3.60676056227,-2.50028498098,1.14142700064E-4,3.13643,143,217.3646,5.202,0.84,5.202000141143799,-138.9931068359375,78.37149316406249
144,161.490791667,-0.376075,45.2082313267,99.2987,99.2901,-39.9951,6.908,4418.48,4750.0,5.0,-1.05,0.4,8.86467,144,92.9277,2.839,0.94,2.8389999866485596,-139.29379842529298,-46.366098425292975
145,161.67575,-0.262319444444,46.4716605511,74.114,74.1075,-64.6035,2.429,4696.07,4750.25,3.46392765895,-1.40382308989,0.389522154595,2.46779,145,66.7599,3.833,0.94,3.8329999446868896,-138.71749841308593,-71.95759841308593
146,161.2265,-0.470463888889,48.5790924438,204.199,204.182,64.2833,3.08,5302.5,6128.98,4.60549221459,-0.894507556251,6.39516399284E-7,5.60911,146,198.9116,5.551,0.88,5.551000118255615,-139.91570512695313,58.995894873046865
147,161.77775,-0.17995,47.4543648999,37.1235,37.1202,-101.214,2.024,4345.17,4613.86,4.99999996226,-0.96311974424,0.0068247874252,1.679,147,30.6892,3.114,0.95,3.114000082015991,-138.3375008239746,-107.64830082397461
148,161.448875,-0.316038888889,44.6929055953,-0.8888,-0.8887,-140.047,2.02,4188.65,4750.0,5.0,-1.50064394914,0.4,2.70464,148,-3.6297,2.175,0.94,2.174999952316284,-139.15819997501373,-142.78789997501374
149,161.211791667,-0.427861111111,49.8553253605,158.741,158.728,18.9377,3.225,4269.6,5000.0,5.0,-1.5,0.4,50.9843,149,155.4078,4.608,0.92,4.607999801635742,-139.80329731445312,15.60450268554689
150,161.537708333,-0.267141666667,65.6578526399,-0.2027,-0.2027,-139.103,2.104,4513.71,4750.0,5.0,-1.5,0.4,3.91857,150,-5.9028,3.122,0.95,3.121999979019165,-138.90029999601842,-144.80309999601843
151,161.665083333,-0.192344444444,46.3311089364,54.8866,54.8818,-83.6333,2.28,4620.54,4074.66,2.90109684977,-0.418774548683,7.13873143345E-4,5.45079,151,51.9013,3.714,0.93,3.7139999866485596,-138.51990049438479,-86.6186004943848
152,161.699833333,-0.167955555556,41.3012184979,-27.1292,-27.1268,-165.525,2.615,5173.47,5000.0,5.0,-1.575,0.4,1.764,152,-30.5958,3.433,0.93,3.433000087738037,-138.39580001831055,-168.99160001831055
153,161.62825,-0.189630555556,52.002755899,9.6221,9.6212,-128.932,3.275,5212.24,4000.34,1.92991188873,-0.960714155597,0.397965160862,36.9076,153,5.9068,5.558,0.93,5.558000087738037,-138.5540998764038,-132.6472998764038
154,161.249458333,-0.317533333333,47.4441167466,19.5934,19.5917,-119.822,3.777,5071.6,4749.74,4.99997906057,-0.86764388697,3.10042600718E-4,2.8885,154,14.9709,5.239,0.92,5.238999843597412,-139.41539904785157,-124.44449904785156
155,161.678375,-0.161633333333,34.4937924315,196.824,196.807,58.4005,3.28,4181.05,6250.0,5.0,-0.5,2.5E-4,3.13753,155,190.2291,4.12,0.91,4.119999885559082,-138.42350512695313,51.80559487304686
156,161.353666667,-0.244502777778,38.7670175901,-0.6798,-0.6798,-139.744,3.757,4562.3,4737.93,4.99999979629,-0.348806550339,0.00105213648221,2.50167,156,-4.6777,4.41,0.92,4.409999847412109,-139.0642000260353,-143.7419000260353
157,161.493208333,-0.19225,46.147357598,20.2777,20.276,-118.456,2.437,4516.71,4906.74,4.99999755633,-0.376398350337,1.51832766012E-4,2.63471,157,15.4088,2.844,0.93,2.8440001010894775,-138.73370042419435,-123.32490042419435
158,161.148333333,-0.291088888889,28.6431443459,102.3,102.291,-37.1693,8.738,3893.03,4841.34,4.22900749754,-1.77942803539,0.395793656465,5.66266,158,98.4594,10.761,0.69,10.76099967956543,-139.4693030517578,-41.0099030517578
159,161.652916667,-0.126466666667,44.8876268904,50.737,50.7325,-87.6006,2.356,5695.49,4749.99,4.50030150455,-1.52033425663,0.395908653536,2.49483,159,47.714,3.436,0.93,3.436000108718872,-138.33759951171874,-90.62359951171874
160,161.443625,-0.169097222222,66.220202615,181.154,181.139,42.4131,2.081,4444.57,4803.58,3.44524961008,-2.39324881537,3.21408548346E-4,1.58756,160,177.7165,3.484,0.92,3.4839999675750732,-138.74090695800783,38.97559304199217
161,161.240583333,-0.201638888889,34.9538872081,82.4138,82.4069,-56.671,3.616,4294.25,4750.0,4.45279717926,-1.14760960514,0.390769551361,3.30051,161,74.756,5.655,0.89,5.65500020980835,-139.08480310058593,-64.32880310058593
162,161.196375,-0.195219444444,50.1290643809,-1.0296,-1.0295,-140.143,2.209,5408.09,5009.86,4.93996110571,-1.35097864238,0.265014178076,1.8899,162,-6.1858,2.96,0.95,2.9600000381469727,-139.11339997577667,-145.29919997577667
163,161.312083333,-0.158808333333,41.2848493001,65.6407,65.6351,-73.2249,2.748,4431.51,4491.79,4.99999969312,-0.589409441293,2.24326338863E-4,2.68353,163,60.3426,3.212,0.94,3.2119998931884766,-138.8656012939453,-78.5230012939453
164,161.554416667,-0.101666666667,31.2871346745,-5.5481,-5.5476,-143.931,3.683,3711.98,5285.46,5.0,-1.04324567933,0.4,2.45207,164,-11.0943,5.34,0.91,5.340000152587891,-138.3829000053406,-149.4772000053406
165,161.513166667,-0.0990861111111,36.9086016133,47.8121,47.8079,-90.6199,3.406,4269.23,4938.04,3.99997702548,-1.2476142247,0.301036920141,1.90364,165,43.7386,4.596,0.92,4.5960001945495605,-138.4319994567871,-94.69339945678712
166,161.400625,-0.111352777778,59.4691584819,6.8854,6.8848,-131.722,5.919,4332.46,4748.59,4.37701041964,-0.515189718641,5.40410027233E-5,24.29,166,-0.3952,2.09,0.95,2.0899999141693115,-138.60739981842042,-139.0025998184204
167,161.135791667,-0.135816666667,58.9858753948,14.4806,14.4794,-124.532,5.559,5014.85,5255.25,5.0,-1.04899940193,0.4,8.71466,167,9.1391,4.2,0.93,4.199999809265137,-139.01260035705565,-129.87350035705566
168,161.72475,-0.0445583333333,44.7367025896,-2.5755,-2.5753,-140.571,2.031,5219.59,4999.99,4.88105525104,-1.63792481055,0.383616550335,1.56331,168,-7.642,2.741,0.94,2.740999937057495,-137.9954999885559,-145.6374999885559
169,161.875541667,-0.0234861111111,47.1959843366,222.266,222.247,84.506,2.287,5023.5,4454.19,2.98544169211,-2.49998701716,5.07850083692E-7,1.51187,169,221.3797,3.449,0.91,3.4489998817443848,-137.76000646972656,83.61969353027345
170,161.514958333,-0.0432694444444,40.0962487956,34.4353,34.4324,-103.826,1.931,4958.97,4539.71,4.49999658682,-1.49997469251,0.351168760294,2.66334,170,29.1733,2.898,0.94,2.8980000019073486,-138.26129891967773,-109.08799891967773
171,161.737208333,-0.0198638888889,67.88022252,68.5055,68.4995,-69.4066,2.152,4409.35,4757.01,4.68870441805,-1.29729844848,0.243200267243,3.05235,171,63.5676,2.857,0.95,2.8570001125335693,-137.91210079345703,-74.34450079345703
172,161.252625,-0.0249694444444,76.8079197933,-22.3889,-22.387,-160.92,2.162,4315.31,4265.86,4.99999992889,-0.719959952779,2.05780007141E-4,3.12168,172,-26.7587,3.298,0.96,3.2980000972747803,-138.53109924316405,-165.28979924316405
173,161.268416667,0.00284166666667,66.3074375129,-16.9416,-16.9402,-155.37,2.551,4775.81,4821.85,4.95306321693,-0.988824572499,0.0469792974669,11.5139,173,-22.1032,3.533,0.95,3.5329999923706055,-138.42839920043946,-160.53159920043947
174,161.488666667,-0.0165,35.1663735424,-12.3591,-12.3581,-150.569,2.793,6134.87,4585.38,4.62887459715,-1.94403425082,0.399999911826,2.26713,174,-19.571,3.586,0.91,3.5859999656677246,-138.2098996582031,-157.7808996582031
175,161.556333333,-0.007425,61.6394902462,113.458,113.448,-24.6503,2.103,4354.26,4500.0,5.0,-2.0,0.4,2.42499,175,108.6799,3.562,0.96,3.562000036239624,-138.10830018310548,-29.42840018310548
176,161.274291667,0.0268138888889,62.1672764698,17.5876,17.5861,-120.764,2.361,5566.58,4836.79,4.99996174042,-1.13093465184,3.04514498123E-8,3.50326,176,12.7854,3.945,0.94,3.944999933242798,-138.35160070800782,-125.56620070800783
177,161.463625,0.0276527777778,31.9735751719,2.9192,2.919,-135.191,3.715,6605.69,5646.25,4.99688417647,-0.299035126841,0.00249801555455,3.03085,177,-3.3705,6.089,0.89,6.089000225067139,-138.11019994354248,-141.48069994354248
178,161.766916667,-0.0163472222222,42.3824035119,-76.4425,-76.4357,-214.293,2.441,5621.78,4999.96,4.9997766613,-1.74767331913,0.30465248212,2.31217,178,-78.3278,3.508,0.93,3.507999897003174,-137.85050274658204,-216.17830274658203
179,161.35175,0.0637111111111,28.6136660064,3748.19,3747.88,3609.74,6.12,-48195.4,7750.0,5.0,0.5,0.4,18.6278,179,91.9004,7.254,0.76,7.254000186920166,-138.44994140625022,-46.54954140625021
180,161.38275,0.0689416666667,29.3599841109,26.6385,26.6362,-111.451,4.646,4127.63,5169.2,4.44863343481,-0.286659188851,0.123910883546,4.14557,180,20.2718,6.563,0.82,6.563000202178955,-138.08950021362304,-117.81770021362304
182,161.86825,0.0329944444444,85.2146703277,-18.1179,-18.1163,-155.697,9.502,5143.13,5254.05,4.99993762077,-0.413157728143,4.52290561388E-4,37.8337,182,-22.4058,1.98,0.95,1.9800000190734863,-137.57909915161133,-159.98489915161133
183,161.420625,0.098475,37.2405674404,8.3074,8.3067,-129.644,11.232,4945.87,5000.0,5.0,-1.50991667197,0.4,8.83703,183,0.1905,6.142,0.88,6.142000198364258,-137.95139974975586,-137.76089974975588
184,161.60475,0.0807138888889,71.1427286643,163.531,163.517,25.7446,9.359,4332.15,5492.2,3.49809747811,-1.50325742582,6.74727409909E-6,20.6512,184,158.1072,2.739,0.94,2.739000082015991,-137.786405859375,20.320794140624997
185,161.820458333,0.0513388888889,44.0369509816,67.9246,67.9186,-69.6676,11.643,4610.69,4873.33,4.05225549412,-0.552211344848,0.399933538403,11.3568,185,60.7476,8.004,0.91,8.003999710083008,-137.59219869384765,-76.84459869384764
186,161.550666667,0.116191666667,45.8921784297,53.9018,53.8971,-83.8367,9.549,5105.42,4806.18,4.78611571729,-1.18325544671,0.237063685864,11.3143,186,48.6724,3.289,0.94,3.2890000343322754,-137.73849824829102,-89.06609824829101
187,161.876,0.0532305555556,79.1752762246,4.8802,4.8798,-132.63,9.874,5031.93,4693.1,4.90421892361,-1.0176445037,0.185841497837,26.2949,187,0.5347,2.541,0.96,2.5409998893737793,-137.5101999092102,-136.9754999092102
188,161.339583333,0.18915,35.6156494718,66.1003,66.0948,-71.6854,10.294,5722.14,4504.66,4.99065357523,-1.77634750893,0.221592642443,7.84766,188,61.604,3.406,0.92,3.4059998989105225,-137.78570364990236,-76.18170364990236
190,161.285583333,0.224697222222,73.189074492,15.2137,15.2125,-122.528,9.923,4694.93,4545.79,4.99999510197,-0.811984444109,0.00117956594446,24.4706,190,8.8524,3.671,0.95,3.6710000038146973,-137.74170029449465,-128.88930029449466
191,161.749291667,0.106797222222,34.7234980018,34.4844,34.4814,-103.029,12.51,4779.52,4556.51,4.49386956462,-1.50000095033,0.290759661286,6.76632,191,25.4552,4.867,0.91,4.867000102996826,-137.51340170288086,-112.05820170288085
192,161.207208333,0.277661111111,36.569094958,127.046,127.035,-10.6438,10.82,4115.3,5230.67,4.07753808066,-0.922495206708,0.368498555325,8.59162,192,123.8113,5.339,0.9,5.339000225067139,-137.6897976196289,-13.878497619628902
193,161.289,0.274763888889,51.3901986243,37.68,37.6768,-99.9089,11.503,5358.21,5366.0,4.99999572263,-0.473616431583,0.00519555219076,12.3246,193,33.5654,3.188,0.94,3.187999963760376,-137.5889003051758,-104.0235003051758
194,161.561291667,0.176025,48.5394252713,61.4659,61.4606,-76.0797,10.569,5276.12,4959.56,4.49997474894,-1.13801393307,0.224535336577,11.1811,194,57.0687,3.024,0.95,3.0239999294281006,-137.54560042114258,-80.47690042114257
195,161.287583333,0.301061111111,33.1525478758,50.8712,50.8669,-86.6412,9.811,5055.77,5029.73,5.0,-1.04405370057,0.4,8.35183,195,46.8028,5.963,0.86,5.9629998207092285,-137.51240056152344,-90.70960056152344
196,161.331208333,0.309916666667,45.9078826718,-3.0712,-3.0709,-140.498,9.879,4892.36,4353.59,3.50002041643,-1.06061519505,0.314780898265,11.7028,196,-9.0885,3.885,0.93,3.884999990463257,-137.42680010604857,-146.51530010604858
198,161.810791667,0.149075,56.6065004963,3395.18,3394.88,3257.57,7.854,4828.04,6063.94,5.0,-5.5,0.4,5.23774,198,234.4379,7.232,0.74,7.23199987411499,-137.60993164062484,96.82796835937518
199,161.781458333,0.150772222222,37.7895631944,6.0584,6.0578,-131.279,10.703,5890.47,5138.12,4.99999955357,-0.572442965694,2.85659507288E-5,6.79475,199,1.6183,3.229,0.94,3.2290000915527344,-137.33740015411377,-135.71910015411376
200,161.356833333,0.352605555556,36.7811819642,44.3001,44.2963,-92.9694,9.766,4297.7,5000.0,5.0,-1.5,0.4,7.92923,200,37.7473,2.489,0.92,2.489000082015991,-137.26949841918946,-99.52219841918946
201,161.252833333,0.422461111111,49.3941591585,-4.8031,-4.8027,-141.988,9.888,4623.18,4584.62,4.90840469909,-0.880681100803,0.128318439929,12.0653,201,-8.4296,3.437,0.94,3.437000036239624,-137.18489989089966,-145.61449989089965
202,161.338375,0.399330555556,67.0937427224,5.8862,5.8857,-131.262,10.03,5003.36,5000.0,5.0,-0.5,2.5E-4,36.9926,202,2.169,3.841,0.94,3.8410000801086426,-137.14819995117188,-134.97919995117186
203,161.318125,0.421927777778,29.7168378887,15.8271,15.8258,-121.279,10.745,4788.33,4885.19,4.30953337553,-1.1155921794,0.252015797763,9.87072,203,8.9799,5.956,0.88,5.955999851226807,-137.10609980010986,-128.12619980010987
204,161.723375,0.195436111111,44.8901423247,3.9959,3.9956,-133.281,9.854,4620.65,4502.51,4.99714045642,-0.582289465662,9.39559078775E-6,18.5332,204,-1.2037,3.411,0.93,3.4110000133514404,-137.2768999156952,-138.4805999156952
205,161.36275,0.44405,32.1327222753,55.5414,55.5367,-81.4454,12.652,5265.73,4508.62,4.57591451564,-2.01749587967,0.395429635194,12.1291,205,48.3544,8.422,0.86,8.42199993133545,-136.98680090942383,-88.63240090942384
206,161.307708333,0.489263888889,31.2003453162,23.5965,23.5945,-113.32,10.455,4476.51,6000.0,5.0,0.5,1.13686837722E-16,16.3347,206,15.5196,5.038,0.88,5.038000106811523,-136.9165003967285,-121.39690039672851
207,161.673041667,0.270108333333,29.1541230467,15.1731,15.1718,-121.943,9.758,5021.07,5249.86,4.99935616027,-0.584011445692,6.12676098908E-5,11.7938,207,10.2491,5.174,0.88,5.173999786376953,-137.11610047149657,-126.86700047149657
208,161.348875,0.506611111111,60.8319799543,-28.944,-28.9415,-165.752,9.423,4906.72,4950.56,4.99972023408,-0.410037951639,1.77779356074E-4,24.0858,208,-32.2566,3.025,0.95,3.0250000953674316,-136.80799975585938,-169.06459975585938
209,161.300708333,0.550955555556,38.4958018206,67.6648,67.6592,-69.0775,9.82,4641.13,5089.95,4.53878957567,-1.35535975097,0.371853586567,14.2162,209,59.5007,3.657,0.91,3.6570000648498535,-136.74230255126952,-77.24160255126952
